"ID";"wildsoort";"afschotjaar";"afschot_datum";"provincie";"geslacht.MF";"leeftijdscategorie_MF";"ontweid_gewicht";"aantal_embryos_onbekend";"aantal_embryos";"onderkaaklengte_links";"onderkaaklengte_rechts";"doodsoorzaak";"leeftijd_maanden";"lengte_mm";"Leeftijdscategorie_onderkaak"
13233;"Ree";2016;"2016-07-28";"Limburg";"Mannelijk";"Jongvolwassen";17;TRUE;NA;160;160;"afschot";NA;NA;"Niet ingezameld"
13234;"Ree";2015;"2015-06-28";"Antwerpen";"Mannelijk";"Volwassen";16,8;TRUE;NA;154;154;"afschot";NA;NA;"Niet ingezameld"
13235;"Ree";2015;"2015-07-09";"Antwerpen";"Mannelijk";"Volwassen";18;TRUE;NA;152;152;"afschot";NA;NA;"Niet ingezameld"
13236;"Ree";2016;"2016-03-27";"Oost-Vlaanderen";"Vrouwelijk";"Kits";15,8;TRUE;NA;138;140;"afschot";11;NA;"Kits"
13237;"Ree";2017;"2017-01-29";"Limburg";"Mannelijk";"Kits";11,5;TRUE;NA;136;NA;"afschot";NA;NA;"Niet ingezameld"
13238;"Ree";2015;"2015-09-11";"Antwerpen";"Mannelijk";"Volwassen";17,4;TRUE;NA;154;154;"afschot";NA;NA;"Niet ingezameld"
13239;"Ree";2015;"2015-03-09";"Antwerpen";"Vrouwelijk";"Jongvolwassen";15,7;FALSE;1;154;153;"afschot";NA;NA;"Niet ingezameld"
13240;"Wild zwijn";2012;"2012-05-17";"Limburg";"Mannelijk";"Overloper";42;NA;NA;NA;NA;"afschot";12;NA;"Overloper"
13241;"Ree";2017;"2017-03-14";"Vlaams-Brabant";"Vrouwelijk";"Jongvolwassen";13;FALSE;1;155;NA;"afschot";NA;NA;"Niet ingezameld"
13242;"Ree";2015;"2015-08-30";"Vlaams-Brabant";"Mannelijk";"Jongvolwassen";18;TRUE;NA;135;135;"afschot";NA;NA;"Niet ingezameld"
13243;"Ree";2014;"2014-06-16";"Antwerpen";"Mannelijk";"Volwassen";22;TRUE;NA;170;170;"afschot";NA;NA;"Niet ingezameld"
13244;"Ree";2016;"2016-02-12";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";18,6;FALSE;2;157;157;"afschot";19;155;"Jongvolwassen"
13245;"Ree";2016;"2016-08-20";"Limburg";"Mannelijk";"Volwassen";18,1;TRUE;NA;156;156;"afschot";NA;NA;"Niet ingezameld"
13246;"Ree";2017;"2017-03-02";"Antwerpen";"Vrouwelijk";"Volwassen";17;FALSE;2;165;NA;"afschot";NA;NA;"Niet ingezameld"
13247;"Wild zwijn";2010;NA;"West-Vlaanderen";NA;NA;NA;NA;NA;NA;NA;"afschot";14;NA;"Adult"
13248;"Ree";2016;"2016-05-10";"Antwerpen";"Mannelijk";"Volwassen";12,2;TRUE;NA;111;111;"afschot";25;151;"Adult"
13249;"Ree";2016;"2016-02-27";"Limburg";"Vrouwelijk";"Kits";13,8;FALSE;0;122;121;"afschot";12;148;"Kits"
13250;"Ree";2014;"2014-06-28";"Antwerpen";"Mannelijk";"Volwassen";14;NA;NA;154;154;"afschot";NA;NA;"Niet ingezameld"
13251;"Wild zwijn";2016;"2016-06-24";"Voeren";"Mannelijk";"Frisling";29;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13252;"Ree";2015;"2015-05-16";"Vlaams-Brabant";"Mannelijk";"Volwassen";19,3;TRUE;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
13253;"Ree";2016;"2016-08-07";"Oost-Vlaanderen";"Mannelijk";"Volwassen";19;TRUE;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
13254;"Ree";2016;"2016-08-04";"Vlaams-Brabant";"Mannelijk";"Volwassen";18,5;TRUE;NA;165;NA;"afschot";NA;NA;"Niet ingezameld"
13255;"Ree";2014;"2014-03-26";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";20,5;TRUE;NA;158;158;"afschot";NA;NA;"Niet ingezameld"
13256;"Ree";2017;"2017-02-09";"Oost-Vlaanderen";"Mannelijk";"Kits";14,3;TRUE;NA;139;NA;"afschot";NA;NA;"Niet ingezameld"
13257;"Wild zwijn";2017;"2017-03-09";"Antwerpen";"Mannelijk";"Volwassen";69;TRUE;NA;NA;NA;"afschot";NA;NA;"Overloper"
13258;"Ree";2015;"2015-05-02";"Vlaams-Brabant";"Mannelijk";"Volwassen";18,3;TRUE;NA;160;160;"afschot";NA;NA;"Niet ingezameld"
13259;"Ree";2014;"2014-02-11";"West-Vlaanderen";"Vrouwelijk";"Kits";13;FALSE;0;160;160;"afschot";NA;NA;"Niet ingezameld"
13260;"Wild zwijn";2012;"2012-10-27";"Limburg";"Vrouwelijk";"Overloper";58;NA;NA;NA;NA;"afschot";20;NA;"Adult"
13261;"Ree";2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;"afschot";10;141;"Kits"
13262;"Wild zwijn";2017;"2017-02-24";"Limburg";"Vrouwelijk";"Frisling";35;FALSE;4;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13263;"Ree";2017;"2017-02-14";"Oost-Vlaanderen";"Vrouwelijk";"Volwassen";16,9;FALSE;2;152;NA;"afschot";NA;NA;"Niet ingezameld"
13264;"Wild zwijn";2013;"2013-06-03";"West-Vlaanderen";"Vrouwelijk";"Overloper";34;NA;NA;NA;NA;"afschot";11;NA;"Overloper"
13265;"Ree";2014;"2014-01-06";"Limburg";"Mannelijk";"Kits";12;NA;NA;140;140;"afschot";NA;NA;"Niet ingezameld"
13266;"Wild zwijn";2016;"2016-11-19";"Voeren";"Vrouwelijk";"Frisling";21,5;FALSE;0;NA;NA;"afschot";6;NA;"Frisling"
13267;"Ree";2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;"afschot";9;141;"Kits"
13268;"Ree";2015;"2015-02-14";"Antwerpen";"Mannelijk";"Kits";13,8;TRUE;NA;137;137;"afschot";NA;NA;"Niet ingezameld"
13269;"Ree";2015;"2015-02-24";"Limburg";"Mannelijk";"Kits";7;TRUE;NA;136;136;"afschot";NA;NA;"Niet ingezameld"
13270;"Wild zwijn";2013;"2013-08-22";"Limburg";"Vrouwelijk";"Adult";83;NA;NA;NA;NA;"afschot";59;NA;"Frisling"
13271;"Ree";2017;"2017-03-25";"Vlaams-Brabant";"Vrouwelijk";"Kits";12,1;FALSE;0;140;NA;"afschot";NA;NA;"Niet ingezameld"
13272;"Ree";2017;"2017-02-15";"Limburg";"Vrouwelijk";"Volwassen";14;FALSE;2;156;NA;"afschot";NA;NA;"Niet ingezameld"
13273;"Wild zwijn";2016;"2016-09-07";"Antwerpen";"Vrouwelijk";"Frisling";18;FALSE;0;NA;NA;"afschot";4;NA;"Frisling"
13274;"Ree";2015;"2015-03-19";"Oost-Vlaanderen";"Mannelijk";"Kits";12;TRUE;NA;134;135;"afschot";NA;136;"Kits"
13275;"Ree";2016;"2016-03-10";"Limburg";"Vrouwelijk";"Volwassen";21;FALSE;1;148;147;"afschot";12;149;"Kits"
13276;"Ree";2017;"2017-02-17";"Vlaams-Brabant";"Vrouwelijk";"Jongvolwassen";17;FALSE;NA;150;NA;"afschot";NA;NA;"Niet ingezameld"
13277;"Ree";2016;"2016-02-05";"Limburg";"Vrouwelijk";"Jongvolwassen";19;FALSE;2;160;160;"afschot";19;NA;"Jongvolwassen"
13278;"Wild zwijn";2016;"2016-10-17";"Limburg";"Mannelijk";"Overloper";46;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13279;"Ree";2014;"2014-02-09";"Oost-Vlaanderen";"Vrouwelijk";"Kits";13,4;FALSE;0;148;148;"afschot";NA;NA;"Niet ingezameld"
13280;"Ree";2015;"2015-03-18";"Limburg";"Vrouwelijk";"Kits";10;FALSE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13281;"Ree";2015;"2015-07-25";"Limburg";"Mannelijk";"Volwassen";19,5;TRUE;NA;165;165;"afschot";NA;NA;"Niet ingezameld"
13282;"Wild zwijn";2015;"2015-03-05";"Limburg";"Mannelijk";"Frisling";40;NA;NA;NA;NA;"afschot";9;NA;"Frisling"
13283;"Ree";2016;"2016-03-12";"Antwerpen";"Mannelijk";"Kits";12;TRUE;NA;144;144;"afschot";9;145;"Kits"
13284;"Wild zwijn";2014;"2014-05-26";"Limburg";"Vrouwelijk";"Overloper";42;FALSE;0;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13285;"Ree";2017;"2017-01-19";"Limburg";"Vrouwelijk";"Kits";12,5;FALSE;NA;136;NA;"afschot";NA;NA;"Niet ingezameld"
13286;"Wild zwijn";2014;"2014-01-03";"Limburg";"Mannelijk";"Overloper";38;NA;NA;NA;NA;"afschot";8;NA;"Frisling"
13287;"Ree";2014;"2014-09-10";"Antwerpen";"Mannelijk";"Volwassen";18,5;TRUE;NA;162;162;"afschot";NA;NA;"Niet ingezameld"
13288;"Wild zwijn";2015;"2015-02-01";"Limburg";"Vrouwelijk";"Overloper";46;FALSE;3;NA;NA;"afschot";23;NA;"Overloper"
13289;"Ree";2017;"2017-03-26";"Limburg";"Vrouwelijk";"Kits";10;FALSE;0;132;NA;"afschot";NA;NA;"Niet ingezameld"
13290;"Ree";2017;"2017-01-26";"Antwerpen";"Vrouwelijk";"Jongvolwassen";15,8;FALSE;0;152;NA;"afschot";NA;NA;"Niet ingezameld"
13291;"Ree";2016;"2016-07-04";"Limburg";"Mannelijk";"Volwassen";15;TRUE;NA;152;152;"afschot";NA;NA;"Niet ingezameld"
13292;"Ree";2016;"2016-09-12";"Antwerpen";"Mannelijk";"Jongvolwassen";16;TRUE;NA;152;NA;"afschot";NA;NA;"Niet ingezameld"
13293;"Ree";2015;"2015-07-29";"Vlaams-Brabant";"Mannelijk";"Volwassen";18,3;TRUE;NA;148;147;"afschot";NA;NA;"Niet ingezameld"
13294;"Ree";2016;"2016-02-28";"Limburg";"Vrouwelijk";"Volwassen";16;FALSE;2;158;158;"afschot";46;158;"Adult"
13295;"Ree";2016;"2016-02-07";"Vlaams-Brabant";"Mannelijk";"Kits";11,8;TRUE;NA;140;140;"afschot";9;139;"Kits"
13296;"Ree";2015;"2015-03-30";"Limburg";"Vrouwelijk";"Kits";13,5;FALSE;0;139;139;"afschot";NA;NA;"Niet ingezameld"
13297;"Ree";2014;"2014-02-22";"Limburg";"Vrouwelijk";"Volwassen";16;TRUE;NA;180;180;"afschot";NA;NA;"Niet ingezameld"
13298;"Ree";2016;"2016-01-31";"Limburg";"Mannelijk";"Kits";8,1;TRUE;NA;138;138;"afschot";9;132;"Kits"
13299;"Ree";2014;"2014-09-09";"Antwerpen";"Mannelijk";"Jongvolwassen";15,5;NA;NA;140;140;"afschot";NA;NA;"Niet ingezameld"
13300;"Ree";2014;"2014-03-26";"Antwerpen";"Mannelijk";"Kits";12;TRUE;NA;143;143;"afschot";NA;NA;"Niet ingezameld"
13301;"Wild zwijn";2012;"2012-10-05";"Voeren";"Vrouwelijk";"Overloper";26;NA;NA;NA;NA;"afschot";6;NA;"Overloper"
13302;"Ree";2014;"2014-01-19";"Limburg";"Mannelijk";"Kits";12,5;NA;NA;141;141;"afschot";NA;NA;"Niet ingezameld"
13303;"Ree";2017;"2017-01-13";"Limburg";"Mannelijk";"Kits";12;TRUE;NA;140;NA;"afschot";NA;NA;"Niet ingezameld"
13304;"Ree";2014;"2014-01-20";"Antwerpen";"Vrouwelijk";"Kits";10;FALSE;0;140;140;"afschot";NA;NA;"Niet ingezameld"
13305;"Ree";2015;"2015-05-21";"Oost-Vlaanderen";"Mannelijk";"Jongvolwassen";11,2;TRUE;NA;129;129;"afschot";NA;NA;"Niet ingezameld"
13306;"Ree";2016;"2016-03-10";"Vlaams-Brabant";"Vrouwelijk";"Kits";14;TRUE;NA;141;141;"afschot";10;142;"Kits"
13307;"Ree";2015;"2015-08-10";"Antwerpen";"Mannelijk";NA;16,1;TRUE;NA;158;NA;"afschot";NA;NA;"Niet ingezameld"
13308;"Wild zwijn";2012;"2012-03-06";"Limburg";"Vrouwelijk";"Adult";70;NA;NA;NA;NA;"afschot";35;NA;"Frisling"
13309;"Wild zwijn";2017;"2017-04-17";"Limburg";"Vrouwelijk";"Frisling";22;FALSE;0;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13310;"Ree";2015;"2015-03-08";"Limburg";"Vrouwelijk";"Kits";10;FALSE;0;154;153;"afschot";NA;NA;"Niet ingezameld"
13311;"Ree";2014;"2014-08-28";"Antwerpen";"Mannelijk";"Jongvolwassen";10;NA;NA;141;141;"afschot";NA;NA;"Niet ingezameld"
13312;"Ree";2016;"2016-01-25";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";18;FALSE;2;162;NA;"afschot";19;NA;"Jongvolwassen"
13313;"Wild zwijn";2016;"2016-12-14";"Limburg";"Mannelijk";"Frisling";30;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13314;"Ree";2015;"2015-07-29";"Limburg";"Mannelijk";"Jongvolwassen";12;NA;NA;125;125;"afschot";NA;NA;"Niet ingezameld"
13315;"Ree";2016;"2016-02-22";"Antwerpen";"Vrouwelijk";"Volwassen";16,3;FALSE;1;150;NA;"afschot";19;147;"Jongvolwassen"
13316;"Ree";2015;"2015-08-03";"Limburg";"Mannelijk";"Volwassen";22,8;TRUE;NA;156;155;"afschot";NA;NA;"Niet ingezameld"
13317;"Ree";2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;"afschot";8;141;"Kits"
13318;"Ree";2014;"2014-08-29";"Antwerpen";"Mannelijk";"Jongvolwassen";14;NA;NA;160;NA;"afschot";NA;NA;"Niet ingezameld"
13319;"Ree";2014;"2014-02-12";"Limburg";"Mannelijk";"Kits";8;NA;NA;141;141;"afschot";NA;NA;"Niet ingezameld"
13320;"Wild zwijn";2016;"2016-03-28";"Limburg";"Mannelijk";"Overloper";60;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13321;"Ree";2015;"2015-08-29";"Antwerpen";"Mannelijk";"Volwassen";18;NA;NA;165;166;"afschot";NA;NA;"Niet ingezameld"
13322;"Ree";2014;"2014-03-17";"Antwerpen";"Mannelijk";"Kits";12,5;TRUE;NA;137;137;"afschot";NA;NA;"Niet ingezameld"
13323;"Wild zwijn";2008;"2008-01-01";"West-Vlaanderen";"Mannelijk";NA;NA;NA;NA;NA;NA;"valwild";11;NA;"Overloper"
13324;"Ree";2016;"2016-02-17";"Limburg";"Vrouwelijk";"Volwassen";15,5;TRUE;NA;144;144;"afschot";46;NA;"Adult"
13325;"Ree";2014;"2014-02-09";"Antwerpen";"Vrouwelijk";"Volwassen";17;FALSE;2;152;152;"afschot";NA;NA;"Niet ingezameld"
13326;"Ree";2015;"2015-03-15";"Oost-Vlaanderen";"Mannelijk";"Kits";12;TRUE;NA;138;139;"afschot";NA;139;"Kits"
13327;"Ree";2016;"2016-03-07";"Oost-Vlaanderen";"Vrouwelijk";"Volwassen";16,8;FALSE;1;157;156;"afschot";58;158;"Adult"
13328;"Ree";2016;"2016-02-04";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";14;FALSE;0;154;154;"afschot";34;153;"Adult"
13329;"Ree";2015;"2015-03-30";"Antwerpen";"Vrouwelijk";"Kits";12,6;FALSE;0;150;151;"afschot";NA;150;"Kits"
13330;"Wild zwijn";2011;"2011-03-23";"Limburg";"Mannelijk";"Adult";62;NA;NA;NA;NA;"afschot";14;NA;"Adult"
13331;"Ree";2015;"2015-03-25";"Limburg";"Vrouwelijk";"Kits";11;FALSE;NA;148;NA;"afschot";NA;NA;"Niet ingezameld"
13332;"Wild zwijn";2014;"2014-01-18";"Limburg";"Vrouwelijk";"Volwassen";60;FALSE;8;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13333;"Ree";2017;"2017-02-11";"Limburg";"Vrouwelijk";"Jongvolwassen";14,5;FALSE;0;151;NA;"afschot";NA;NA;"Niet ingezameld"
13334;"Ree";2015;"2015-02-19";"Antwerpen";"Mannelijk";"Kits";13,5;TRUE;NA;135;133;"afschot";NA;NA;"Niet ingezameld"
13335;"Ree";2017;"2017-03-10";"Antwerpen";"Vrouwelijk";"Volwassen";15,1;FALSE;0;153;NA;"afschot";NA;NA;"Niet ingezameld"
13336;"Wild zwijn";2014;"2014-01-27";"Limburg";"Vrouwelijk";"Frisling";40;FALSE;5;NA;NA;"afschot";10;NA;"Frisling"
13337;"Ree";2017;"2017-03-16";"Limburg";"Mannelijk";"Kits";11;TRUE;NA;142;NA;"afschot";NA;NA;"Niet ingezameld"
13338;"Ree";2014;"2014-01-20";"Voeren";"Vrouwelijk";"Kits";13;FALSE;0;140;140;"afschot";NA;NA;"Niet ingezameld"
13339;"Ree";2017;"2017-01-27";"Antwerpen";"Vrouwelijk";"Volwassen";17,5;FALSE;1;159;NA;"afschot";NA;NA;"Niet ingezameld"
13340;"Ree";2017;"2017-03-02";"Limburg";"Mannelijk";"Kits";11;TRUE;NA;145;NA;"afschot";NA;NA;"Niet ingezameld"
13341;"Ree";2014;"2014-03-18";"Vlaams-Brabant";"Mannelijk";"Kits";14;TRUE;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
13342;"Ree";2015;"2015-05-31";"Limburg";"Mannelijk";"Jongvolwassen";13,5;TRUE;NA;145;145;"afschot";NA;NA;"Niet ingezameld"
13343;"Ree";2016;"2016-02-20";"Limburg";"Mannelijk";"Kits";14,5;TRUE;NA;145;150;"afschot";9;152;"Kits"
13344;"Wild zwijn";2008;"2008-01-01";"West-Vlaanderen";"Mannelijk";NA;NA;NA;NA;NA;NA;"valwild";12;NA;"Overloper"
13345;"Wild zwijn";2009;"2009-03-03";"Limburg";"Mannelijk";"Overloper";52;NA;NA;NA;NA;"afschot";14;NA;"Adult"
13346;"Ree";2014;"2014-07-18";"Vlaams-Brabant";"Mannelijk";"Volwassen";16;TRUE;NA;143;143;"afschot";NA;NA;"Niet ingezameld"
13347;"Ree";2015;"2015-03-23";"Antwerpen";"Vrouwelijk";"Kits";10,3;TRUE;NA;128;130;"afschot";NA;NA;"Niet ingezameld"
13348;"Wild zwijn";2017;"2017-01-13";"Limburg";"Mannelijk";"Volwassen";70;TRUE;NA;NA;NA;"afschot";30;NA;"Adult"
13349;"Ree";2014;"2014-05-20";"Limburg";"Mannelijk";"Kits";12,8;NA;NA;155;145;"afschot";NA;NA;"Niet ingezameld"
13350;"Ree";2014;"2014-05-03";"Limburg";"Mannelijk";"Volwassen";20;NA;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
13351;"Ree";2016;"2016-03-26";"Limburg";"Mannelijk";"Kits";13,5;TRUE;NA;150;NA;"afschot";11;150;"Kits"
13352;"Ree";2014;"2014-03-13";"Antwerpen";"Vrouwelijk";"Kits";13,5;FALSE;0;140;140;"afschot";NA;NA;"Niet ingezameld"
13353;"Ree";2015;"2015-05-11";"Antwerpen";"Mannelijk";"Volwassen";20;NA;NA;160;160;"afschot";NA;NA;"Niet ingezameld"
13354;"Ree";2015;"2015-07-10";"Limburg";"Mannelijk";"Volwassen";15,6;TRUE;NA;150;150;"afschot";15;NA;"Jongvolwassen"
13355;"Ree";2015;"2015-02-08";"Limburg";"Mannelijk";"Kits";11,4;TRUE;NA;141;141;"afschot";NA;NA;"Niet ingezameld"
13356;"Ree";2015;"2015-02-24";"Limburg";"Vrouwelijk";"Kits";8;FALSE;NA;149;149;"afschot";9;NA;"Kits"
13357;"Ree";2014;"2014-02-23";"Antwerpen";"Vrouwelijk";"Kits";10;FALSE;NA;140;140;"afschot";NA;NA;"Niet ingezameld"
13358;"Ree";2015;"2015-09-09";"Limburg";"Mannelijk";"Jongvolwassen";19,6;NA;NA;152;152;"afschot";NA;NA;"Niet ingezameld"
13359;"Ree";2016;"2016-03-03";"Antwerpen";"Mannelijk";"Kits";9,5;TRUE;NA;140;140;"afschot";9;141;"Kits"
13360;"Ree";2017;"2017-03-14";"Limburg";"Vrouwelijk";"Volwassen";16;FALSE;2;156;NA;"afschot";NA;NA;"Niet ingezameld"
13361;"Ree";2015;"2015-02-27";"Antwerpen";"Mannelijk";"Kits";11;TRUE;NA;135;135;"afschot";NA;138;"Kits"
13362;"Ree";2015;"2015-07-13";"Limburg";"Mannelijk";"Volwassen";15,9;TRUE;NA;160;158;"afschot";NA;NA;"Niet ingezameld"
13363;"Wild zwijn";2011;"2011-02-19";"Voeren";"Vrouwelijk";"Adult";46;NA;NA;NA;NA;"afschot";11;NA;"Overloper"
13364;"Ree";2014;"2014-03-24";"Antwerpen";"Mannelijk";"Kits";11,1;NA;NA;153;152;"afschot";NA;NA;"Niet ingezameld"
13365;"Ree";2016;"2016-03-07";"Limburg";"Mannelijk";"Kits";14;TRUE;NA;146;146;"afschot";NA;NA;"Niet ingezameld"
13366;"Wild zwijn";2012;"2012-06-01";"Limburg";"Mannelijk";"Frisling";44;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13367;"Ree";2014;"2014-03-21";"Oost-Vlaanderen";"Vrouwelijk";"Kits";12,5;FALSE;0;132;133;"afschot";NA;NA;"Niet ingezameld"
13368;"Wild zwijn";2015;"2015-03-23";"Voeren";"Vrouwelijk";"Overloper";35;FALSE;0;NA;NA;"afschot";12;NA;"Frisling"
13369;"Wild zwijn";2017;"2017-03-31";"Limburg";"Vrouwelijk";"Overloper";37;FALSE;4;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13370;"Ree";2016;"2016-02-09";"Limburg";"Mannelijk";"Kits";16;TRUE;NA;122;120;"afschot";NA;NA;"Niet ingezameld"
13371;"Ree";2016;"2016-08-30";"Limburg";"Mannelijk";"Volwassen";16;TRUE;NA;160;NA;"afschot";NA;NA;"Niet ingezameld"
13372;"Ree";2015;"2015-02-23";"Antwerpen";"Vrouwelijk";"Kits";9;FALSE;0;135;135;"afschot";NA;132;"Kits"
13373;"Ree";2015;"2015-02-28";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";16,7;FALSE;1;158;159;"afschot";NA;NA;"Niet ingezameld"
13374;"Ree";2015;"2015-06-13";"Antwerpen";"Mannelijk";"Volwassen";20;NA;NA;151;151;"afschot";NA;NA;"Niet ingezameld"
13375;"Ree";2015;"2015-03-24";"Antwerpen";"Mannelijk";"Kits";7;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13376;"Ree";2017;"2017-03-29";"Vlaams-Brabant";"Mannelijk";"Kits";13,7;TRUE;NA;143;NA;"afschot";NA;NA;"Niet ingezameld"
13377;"Wild zwijn";2017;"2017-02-07";"Limburg";"Mannelijk";"Overloper";52;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13378;"Ree";2014;"2014-03-24";"West-Vlaanderen";"Vrouwelijk";"Kits";13,8;TRUE;NA;138;138;"afschot";NA;NA;"Niet ingezameld"
13379;"Wild zwijn";2012;"2012-07-29";"Limburg";"Vrouwelijk";"Overloper";50;NA;NA;NA;NA;"afschot";20;NA;"Adult"
13380;"Wild zwijn";2012;"2012-11-24";"West-Vlaanderen";"Mannelijk";"Adult";51;NA;NA;NA;NA;"afschot";10;NA;"Overloper"
13381;"Ree";2017;"2017-03-30";"Limburg";"Vrouwelijk";"Kits";11,5;FALSE;0;150;NA;"afschot";NA;NA;"Niet ingezameld"
13382;"Wild zwijn";2015;"2015-01-24";"Limburg";"Mannelijk";NA;58;NA;NA;NA;NA;"afschot";17;NA;"Overloper"
13383;"Ree";2015;"2015-08-26";"Limburg";"Mannelijk";"Volwassen";15,5;NA;NA;163;165;"afschot";NA;NA;"Niet ingezameld"
13384;"Wild zwijn";2016;"2016-05-01";"Voeren";"Mannelijk";"Frisling";12;TRUE;NA;NA;NA;"afschot";4;NA;"Frisling"
13385;"Ree";2015;"2015-05-11";"Antwerpen";"Mannelijk";"Volwassen";22,7;NA;NA;170;170;"afschot";NA;NA;"Niet ingezameld"
13386;"Ree";2016;"2016-02-18";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";17,4;FALSE;1;164;164;"afschot";19;159;"Jongvolwassen"
13387;"Ree";2014;"2014-02-24";"Antwerpen";"Mannelijk";"Kits";8,4;TRUE;NA;100;100;"afschot";10;NA;"Kits"
13388;"Ree";2014;"2014-03-23";"Antwerpen";"Vrouwelijk";"Volwassen";17,5;FALSE;2;150;150;"afschot";NA;NA;"Niet ingezameld"
13389;"Ree";2015;"2015-01-26";"Limburg";"Vrouwelijk";"Kits";7,2;FALSE;0;125;125;"afschot";NA;NA;"Niet ingezameld"
13390;"Ree";2015;"2015-07-23";"Antwerpen";"Mannelijk";"Jongvolwassen";14,3;TRUE;NA;151;151;"afschot";NA;NA;"Niet ingezameld"
13391;"Ree";2015;"2015-02-04";"Antwerpen";"Vrouwelijk";"Volwassen";15;FALSE;2;160;154;"afschot";NA;NA;"Niet ingezameld"
13392;"Ree";2017;"2017-02-15";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";16;FALSE;0;152;NA;"afschot";NA;NA;"Niet ingezameld"
13393;"Ree";2016;"2016-09-08";"Oost-Vlaanderen";"Mannelijk";"Jongvolwassen";10,4;TRUE;NA;126;126;"afschot";NA;NA;"Niet ingezameld"
13394;"Ree";2015;"2015-09-07";"Vlaams-Brabant";"Mannelijk";"Volwassen";15,4;TRUE;NA;152;152;"afschot";NA;NA;"Niet ingezameld"
13395;"Ree";2016;"2016-03-27";"Antwerpen";"Mannelijk";"Kits";11,2;NA;NA;137;NA;"afschot";10;138;"Kits"
13396;"Ree";2016;"2016-05-20";"Limburg";"Mannelijk";"Volwassen";15;TRUE;NA;158;NA;"afschot";NA;NA;"Niet ingezameld"
13397;"Ree";2016;"2016-03-16";"Oost-Vlaanderen";"Vrouwelijk";"Volwassen";17,2;FALSE;2;148;148;"afschot";34;147;"Adult"
13398;"Ree";2015;"2015-03-05";"Limburg";"Vrouwelijk";"Volwassen";12;FALSE;0;164;165;"afschot";NA;NA;"Niet ingezameld"
13399;"Ree";2014;"2014-01-28";"Limburg";NA;"Kits";12,5;FALSE;NA;140;140;"afschot";NA;NA;"Niet ingezameld"
13400;"Ree";2017;"2017-01-23";"Vlaams-Brabant";"Vrouwelijk";"Kits";10;FALSE;0;138;NA;"afschot";NA;NA;"Niet ingezameld"
13401;"Ree";2015;"2015-07-05";"Oost-Vlaanderen";"Mannelijk";"Volwassen";20,5;TRUE;NA;153;153;"afschot";NA;NA;"Niet ingezameld"
13402;"Wild zwijn";2016;NA;"Limburg";NA;NA;NA;NA;NA;NA;NA;"afschot";6;NA;"Frisling"
13403;"Ree";2016;"2016-03-29";"Limburg";"Mannelijk";"Kits";11;TRUE;NA;145;NA;"afschot";11;149;"Kits"
13404;"Ree";2015;"2015-02-22";"Vlaams-Brabant";"Vrouwelijk";"Jongvolwassen";18,2;TRUE;NA;152;152;"afschot";NA;NA;"Niet ingezameld"
13405;"Ree";2016;"2016-03-21";"Antwerpen";"Mannelijk";"Kits";11;TRUE;NA;142;142;"afschot";10;142;"Kits"
13406;"Ree";2016;"2016-09-03";"Antwerpen";"Mannelijk";"Volwassen";14,5;TRUE;NA;150;NA;"afschot";NA;NA;"Niet ingezameld"
13407;"Ree";2015;"2015-02-15";"Vlaams-Brabant";"Vrouwelijk";"Jongvolwassen";12,3;FALSE;1;152;152;"afschot";NA;NA;"Niet ingezameld"
13408;"Ree";2014;"2014-09-04";"West-Vlaanderen";"Mannelijk";"Volwassen";18,9;TRUE;NA;155;154;"afschot";NA;NA;"Niet ingezameld"
13409;"Ree";2014;"2014-07-07";"Limburg";"Vrouwelijk";"Jongvolwassen";12;FALSE;0;NA;NA;"afschot";NA;NA;"Niet ingezameld"
13410;"Ree";2015;"2015-01-01";"Limburg";"Mannelijk";"Kits";9;NA;NA;135;135;"afschot";NA;NA;"Niet ingezameld"
